OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8NW180,LOC105838134,LOC551818,FBpp0085227,N-acetyltransferase 9-like protein (2.3.1.-)
EOG8NW180,LOC105838134,LOC551818,FBpp0112245,"CG12355, isoform B"
EOG87PZTF,LOC105827799,LOC412164,FBpp0070260,Protein halfway
EOG802ZD4,LOC105827797,LOC724538,FBpp0074936,CG5589
EOG8BCG7P,LOC105830485,LOC551620,FBpp0087124,Pre-mRNA processing factor 8
EOG8VHMTT,LOC105838857,LOC552549,FBpp0076820,Ribosomal protein S6 kinase (2.7.11.1)
EOG8FTXP0,LOC105838859,LOC724875,FBpp0074834,LD04179p
EOG8K9D1N,LOC105838860,LOC412343,FBpp0078814,SD10969p
EOG8WWT58,LOC105838854,LOC552502,FBpp0291508,GH07785p
EOG8TB5ZZ,LOC105838855,LOC409102,FBpp0077799,"CG3645, isoform A"
EOG8MGTW4,LOC105838858,LOC409103,FBpp0079582,"Protoheme IX farnesyltransferase, mitochondrial (2.5.1.-)"
EOG8FN65K,LOC105829250,LOC725105,FBpp0074990,UDP-sugar transporter UST74c
EOG8PVQKK,LOC105827762,LOC410061,FBpp0288890,"CG42271, isoform B"
EOG8576TP,LOC105827763,LOC725237,FBpp0086968,Protein scabrous
EOG8SFBT3,LOC105840567,LOC413759,FBpp0303969,"CG34356, isoform D"
EOG8SFBT3,LOC105828855,LOC413759,FBpp0303969,"CG34356, isoform D"
EOG8CRNMQ,LOC105840138,LOC406118,FBpp0085539,AT18160p
EOG88PP6R,LOC105840140,LOC408592,FBpp0071270,Mutant tan
EOG8THXFW,LOC105828432,LOC410726,FBpp0080532,CG15141
EOG8XH1MW,LOC105833441,LOC410727,FBpp0073719,Mitochondrial ribosomal protein L38
EOG84F7XP,LOC105833431,LOC725649,FBpp0081092,AT27838p
EOG81RRGP,LOC105833440,LOC408595,FBpp0087688,Locomotion-related protein Hikaru genki
EOG8Q86K4,LOC105832030,LOC100578300,FBpp0073418,"CG1806, isoform A"
EOG85TF7Z,LOC105830870,LOC410728,FBpp0293143,CG3280
EOG8B5QS1,LOC105839967,LOC552497,FBpp0075181,LD12033p
EOG8R7X00,LOC105839681,LOC726264,FBpp0072379,LD43650p
EOG8R7X00,LOC105839681,LOC726264,FBpp0071101,AT13351p
EOG8641ZR,LOC105839680,LOC552473,FBpp0086731,"Tre oncogene-related protein, isoform A"
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105828841,LOC724678,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829146,LOC724678,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829767,LOC724678,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725450,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725450,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725450,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105828841,LOC725308,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829146,LOC725308,FBpp0091111,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0084434,Histone H2A.v
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0085249,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091055,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091060,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091063,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091066,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091069,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091072,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091075,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091078,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091081,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091084,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091087,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091090,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091093,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091096,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091099,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091102,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091105,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091108,Histone H2A
EOG8ZGR2D,LOC105829767,LOC725308,FBpp0091111,Histone H2A
EOG837T1R,LOC105833642,LOC727396,FBpp0078417,Eukaryotic translation initiation factor 2-alpha kinase (2.7.11.1)
EOG86420J,LOC105836536,LOC550977,FBpp0112336,CG32121
EOG8GTN0W,LOC105836538,LOC412495,FBpp0075581,Actin-interacting protein 1
EOG866X9B,LOC105836539,LOC727390,FBpp0072332,Rhythmically expressed gene 5 protein
EOG8T4FGN,LOC105828505,LOC412748,FBpp0077553,"CG17646, isoform A"
EOG8ZGR06,LOC105828504,LOC726918,FBpp0087961,  
EOG8ZGR06,LOC105828504,LOC726918,FBpp0302636,  
EOG80CK4D,LOC105837609,LOC552371,FBpp0077291,CG9663
EOG8C2JXM,LOC105837608,LOC411997,FBpp0077292,"CG9664, isoform D"
EOG85MPSJ,LOC105830872,LOC726944,FBpp0079489,SD06390p
EOG8VHMVW,LOC105830867,LOC551107,FBpp0079752,60S ribosomal protein L9
EOG8Z90KR,LOC105828830,LOC725882,FBpp0079725,"CG17127, isoform A"
EOG8BZPPG,LOC105828828,LOC551612,FBpp0072743,FACT complex subunit spt16
EOG88PP5Z,LOC105830010,LOC551573,FBpp0297514,LD27491p
EOG8SQZJG,LOC105830164,LOC411965,FBpp0079615,Transcription initiation factor IIB
EOG8RR84W,LOC105834161,LOC551415,FBpp0086590,  
EOG84BCQ4,LOC105828144,LOC412613,FBpp0087350,CDK7/cyclin H assembly factor MAT1
EOG8K3NJC,LOC105840150,LOC409734,FBpp0086294,GH12838p
EOG85HTJT,LOC105840149,LOC409733,FBpp0073961,Myb protein
EOG866X7R,LOC105830617,LOC408590,FBpp0078901,"CG16947, isoform A"
EOG8257FT,LOC105832837,LOC408591,FBpp0087950,"CG8726, isoform B"
EOG8257FT,LOC105832837,LOC408591,FBpp0087936,"Nup44A, isoform A"
EOG8V44WQ,LOC105832838,LOC550948,FBpp0086975,Tafazzin homolog
EOG8FBKDV,LOC105829077,LOC410724,FBpp0088115,Protein prickle
EOG8FBKDV,LOC105829077,LOC410724,FBpp0302896,Protein espinas
EOG8WDFZM,LOC105831234,LOC410725,FBpp0071853,RE44714p
EOG879GVQ,LOC105831238,LOC726060,FBpp0079196,"Basigin, isoform J"
EOG82BZWJ,LOC105830185,LOC552039,FBpp0071218,"CG2004, isoform A"
EOG8ZCVRR,LOC105830886,LOC552094,FBpp0303964,"Simjang, isoform D"
EOG8QRJRC,LOC105839635,LOC100578631,FBpp0072706,SD09402p
EOG84XM3J,LOC105839634,LOC413025,FBpp0072828,Peroxidasin (1.11.1.7)
EOG8VMH2Q,LOC105839295,LOC725817,FBpp0073903,"CG8239, isoform A"
EOG87DC5J,LOC105837584,LOC410719,FBpp0303212,"Syntaxin 17, isoform B"
EOG8GTN12,LOC105832653,LOC100576586,FBpp0076588,CTCF
EOG87H7BG,LOC105832654,LOC409739,FBpp0076740,AT29938p
EOG87H7BG,LOC105832654,LOC409739,FBpp0303152,"VAMP-associated protein of 33kDa ortholog B, isoform E"
EOG8Z0CT5,LOC105831874,LOC413239,FBpp0070298,Vacuolar protein sorting-associated protein 26
EOG8NW176,LOC105831873,LOC413240,FBpp0086406,Palmitoyltransferase (2.3.1.225)
EOG802ZGK,LOC105831888,LOC100576730,FBpp0087957,CG30380
EOG8PG7N1,LOC105839611,LOC725190,FBpp0073022,Neuron specific zinc finger transcription factor
EOG8PG7N1,LOC105839611,LOC725190,FBpp0072462,CG17181
EOG8PG7N1,LOC105839611,LOC725190,FBpp0073023,"CG12605, isoform A"
EOG802ZD6,LOC105839610,LOC552166,FBpp0075012,"CG6512, isoform B"
EOG8M93D4,LOC105831876,LOC409258,FBpp0078689,eIF3i
EOG841RZG,LOC105837880,LOC552095,FBpp0112608,Poly [ADP-ribose] polymerase (2.4.2.30)
EOG83FJHV,LOC105831875,LOC409717,FBpp0072808,"MEP-1, isoform A"
EOG8RNCWT,LOC105839854,LOC552040,FBpp0076757,RH12258p
EOG84N0D8,LOC105839856,LOC413000,FBpp0076156,"Pathetic, isoform E"
EOG8X3JP6,LOC105832782,LOC409718,FBpp0072861,PAB-dependent poly(A)-specific ribonuclease subunit PAN3
EOG8XPS2T,LOC105830946,LOC409109,FBpp0083505,Ebony protein
EOG8TQNX0,LOC105828130,LOC414004,FBpp0078584,eIF3a
EOG8QC2TQ,LOC105832338,LOC724235,FBpp0078549,"CG1103, isoform A"
EOG8961DK,LOC105832333,LOC551730,FBpp0085479,DNA polymerase interacting tpr containing protein of 47kD
EOG802ZD3,LOC105830188,LOC726972,FBpp0088212,"CG31998, isoform B"
EOG8PK3WJ,LOC105838217,LOC552440,FBpp0074715,Histone chaperone asf1
EOG8VQCBC,LOC105835503,LOC409571,FBpp0074664,Grasp65
EOG8NZWG7,LOC105832835,LOC551705,FBpp0086043,"CG6406, isoform A"
EOG8257G5,LOC105831502,LOC409401,FBpp0074327,Cyclic AMP response element-binding protein B
EOG8NKDJF,LOC105831503,LOC551679,FBpp0310731,"CG6982, isoform B"
EOG8CNSBT,LOC105833496,LOC413677,FBpp0302018,"CG43658, isoform D"
EOG89PCMH,LOC105834639,LOC413678,FBpp0070875,Serine:pyruvate aminotransferase
EOG8N0621,LOC105837121,LOC410035,FBpp0073879,Dorsal-ventral patterning protein Sog
EOG8N0621,LOC105834638,LOC410035,FBpp0073879,Dorsal-ventral patterning protein Sog
EOG8PK3W8,LOC105832484,LOC411526,FBpp0078205,GH08526p
EOG86HHXW,LOC105829192,LOC409093,FBpp0078219,"Chromator, isoform A"
EOG8H47R4,LOC105834308,LOC409646,FBpp0099766,"CG7255, isoform E"
EOG8H47R4,LOC105834308,LOC409646,FBpp0271785,"CG5535, isoform B"
EOG8H47R4,LOC105834308,LOC409646,FBpp0078206,LD37241p
EOG8H47R4,LOC105835035,LOC409646,FBpp0099766,"CG7255, isoform E"
EOG8H47R4,LOC105835035,LOC409646,FBpp0271785,"CG5535, isoform B"
EOG8H47R4,LOC105835035,LOC409646,FBpp0078206,LD37241p
EOG87M3JN,LOC105838920,LOC412224,FBpp0074615,Tectonin beta-propeller repeat-containing protein
EOG8N8SSV,LOC105832747,LOC551406,FBpp0087437,CG12909
EOG8QVF1K,LOC105834299,LOC409100,FBpp0073586,  
EOG8QVF1K,LOC105834299,LOC409100,FBpp0087313,"CG7220, isoform B"
EOG8MCZM9,LOC105839945,LOC411555,FBpp0070597,SD03002p
EOG8B2VKR,LOC105839946,LOC107965313,FBpp0073607,"CG1662, isoform A"
EOG8B2VKR,LOC105839946,LOC107965313,FBpp0075803,AT16953p
EOG8JHF35,LOC105833092,LOC409859,FBpp0086519,Double parked
EOG8JHF35,LOC105839131,LOC409859,FBpp0086519,Double parked
EOG8DBW1N,LOC105833697,LOC409860,FBpp0085870,CG12263
EOG8HHQRN,LOC105833699,LOC726694,FBpp0080660,"CG17321, isoform A"
EOG8XD5CX,LOC105839320,LOC409351,FBpp0077950,"CG10566, isoform A"
EOG8N0638,LOC105831836,LOC551785,FBpp0073235,  
EOG8C89F2,LOC105831837,LOC551976,FBpp0075714,"CG32103, isoform D"
EOG8D54M5,LOC105834040,LOC725885,FBpp0070703,BTEB2-like zinc finger protein
EOG8D54M5,LOC105834040,LOC725885,FBpp0087305,HL07808p
EOG8D54M5,LOC105834040,LOC725885,FBpp0292301,CG34209
EOG8D54M5,LOC105834040,LOC725885,FBpp0112047,Dendritic arbor reduction 1
EOG81K11T,LOC105833966,LOC724761,FBpp0074614,CG32225
EOG8M93C9,LOC105837498,LOC410717,FBpp0070326,EG:22E5.8 protein
EOG8M93C9,LOC105837498,LOC410717,FBpp0081884,  
EOG8M93C9,LOC105837498,LOC410717,FBpp0290641,  
EOG8M93C9,LOC105837498,LOC410717,FBpp0303278,"Par-1, isoform B"
EOG8M93C9,LOC105837498,LOC410717,FBpp0292994,CG18604
EOG85MPVB,LOC105837502,LOC724681,FBpp0079490,Diadenosine tetraphosphate hydrolase
EOG8TB60G,LOC105835650,LOC552036,FBpp0302960,SD04308p
EOG837T3M,LOC105834387,LOC726220,FBpp0075400,CG32147
EOG8TB603,LOC105834386,LOC552065,FBpp0077627,Integrator 14
EOG8WSXZ7,LOC105838836,LOC552091,FBpp0080896,"CG18858, isoform A"
EOG8WSXZ7,LOC105838836,LOC552091,FBpp0080897,BcDNA.GH02384
EOG85HTK9,LOC105838841,LOC100578721,FBpp0110549,"CG17883, isoform B"
EOG8TMSRF,LOC105832255,LOC100578782,FBpp0086974,Cytochrome b-c1 complex subunit 9
EOG870W46,LOC105832254,LOC726320,FBpp0078950,LD24467p
EOG8R25GK,LOC105828741,LOC409579,FBpp0083508,CG7922
EOG8WM6G9,LOC105836835,Tret1,FBpp0087180,Facilitated trehalose transporter Tret1-2 homolog
EOG8WM6G9,LOC105836835,Tret1,FBpp0087178,Facilitated trehalose transporter Tret1-1
EOG808PXB,LOC105832251,LOC551676,FBpp0071274,"CG12118, isoform A"
EOG808PXB,LOC105832251,LOC551676,FBpp0290470,CG42556
EOG8R25GN,LOC105832252,LOC551703,FBpp0075707,CG10657
EOG8JHF2J,LOC105838951,LOC412191,FBpp0297103,Protein diaphanous
EOG84TQWP,LOC105836839,LOC411850,FBpp0082833,BcDNA.LD27979
EOG80GFC7,LOC105833358,LOC409238,FBpp0088148,"CG1909, isoform A"
EOG8KWMGM,LOC105829386,LOC724636,FBpp0083863,Myogenic-determination protein
EOG8CJX43,LOC105830700,LOC410706,FBpp0111542,"Crossveinless c, isoform C"
EOG8GXH8S,LOC105830697,LOC550899,FBpp0073074,UPF0769 protein CG18675
EOG8283PF,LOC105830697,LOC550899,FBpp0073075,Protein tipE
EOG85HTJK,LOC105830695,LOC100577239,FBpp0290859,IP11896p
EOG847HGD,LOC105830698,LOC102654970,FBpp0289848,IP20336p
EOG82VB51,LOC105828831,LOC408585,FBpp0080701,Lethal (2) 37Ce
EOG8RBS5S,LOC105828832,LOC408586,FBpp0291630,  
EOG8ZSBQ7,LOC105836992,LOC408587,FBpp0087422,Histidine decarboxylase (4.1.1.22)
EOG86Q8GC,LOC105836990,LOC100577019,FBpp0113067,Protein quiver
EOG83V1GR,LOC105829766,LOC725414,FBpp0071280,Histone H3.3
EOG83V1GR,LOC105829766,LOC725414,FBpp0078649,Histone H3.3
EOG83V1GR,LOC105829766,LOC725414,FBpp0085250,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091051,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091053,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091056,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091058,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091061,Histone H3
EOG83V1GR,LOC105829766,LOC725414,FBpp0091064,Histone H3
